w_id,s_id,idx,viet,viet_similar_words,eng,eng_similar_words
4487,2937,1,có lẽ,"thứ, tiếp theo",maybe,"rank, next"
4488,2939,7,lỗi,"cân bằng, cân đối",error,"balance, balanced"
4489,2939,6,đổ,"đóng băng, lãng quên",pour,"freeze, oblivion"
4490,2940,7,thèm,"trợ lý, cặp",crave,"assistant, bag"
4491,2941,6,cần thiết,"dễ chịu, đoán",necessary,"comfortable, guess"
4492,2942,2,cá,"điện thoại, ann",fish,"phone, ann"
4493,2942,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
4494,2943,4,nghiêm túc,"dường như, nói",serious,"seemingly, speak"
4495,2943,3,suy nghĩ,"trống, vòi",think,"drum, hose"
4496,2945,6,đại học,"trụ sở, tàu",university,"headquarters, ship"
4497,2945,5,sinh viên,"công nhân, nông dân",student,"worker, farmer"
4498,2948,6,rời,"nghỉ, từ bỏ",remove,"rest, give up"
4499,2948,7,đi,"mọi, mất",Go,"all, lost"
4500,2949,3,đi,"mọi, mất",Go,"all, lost"
4501,2949,4,taxi,"bưu điện, cai",Taxi,"post office, quit"
4502,2950,3,tòa,"tòa án, hòa",court,"court, mix"
4503,2950,2,thiết kế,"khủng khiếp, háo hức",design,"terrible, eager"
4504,2951,3,giúp,"làm, bị",help,"do, bag"
4505,2951,5,dọn,"điều hành, lập",do,"operate, establish"
4506,2952,9,nói chuyện,"vẽ, chợ",talk,"draw, market"
4507,2952,11,tom,"hợp đồng, tháo",Tom,"contract, remove"
4508,2953,2,hai,"một số, mexico",two,"some, mexico"
4509,2953,5,thể thao,"nông nghiệp, chuyển động",sport,"agriculture, move"
4510,2954,7,đồ,"lều, đội",thing,"tent, team"
4511,2954,1,cà vạt,"nhân vật, vai",tie,"figure, shoulder"
4512,2955,7,mary,"tony, mari",Mary,"tony, mari"
4513,2955,5,bạn bè,"đối thủ, dấu vết",friend,"competitor, trace"
4514,2956,8,tom,"hợp đồng, tháo",Tom,"contract, remove"
4515,2957,2,ngân hàng,"rạp, hoa",bank,"cinema, flower"
4516,2959,7,chicago,"tatoeba, cabot",Chicago,"tatateeba, cabot"
4517,2959,5,sống,"đời, tiện lợi",living,"lifetime, convenient"
4518,2960,4,mơ,"dự định, câu chuyện",dream,"plan, story"
4519,2961,2,đi,"mọi, mất",Go,"all, lost"
4520,2961,1,rời,"nghỉ, từ bỏ",remove,"rest, give up"
4521,2962,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
4522,2962,5,toàn bộ,"bất kể, mới",all,"regardless, new"
4523,2963,3,mũi,"dính, tránh",nose,"sticky, avoid"
4524,2963,2,máu,"đấu, bé",blood,"match, little"
4525,2964,13,mary,"tony, mari",Mary,"tony, mari"
4526,2964,1,mẹ,"chồng, vợ",Mom,"husband, wife"
4527,2965,5,ngày mai,"giấu, chữa",Tomorrow,"hide, cure"
4528,2965,3,mở cửa,"tài trợ, trợ lý",Open,"sponsor, assistant"
4529,2966,4,giết,"bạo lực, chôn",kill,"violent, bury"
4530,2966,1,bố,"cha, vợ",dad,"father, wife"
4531,2967,9,giường,"ruộng, lợn",bed,"field, pig"
4532,2967,3,trưa,"hỏi thăm, yên ổn",lunch,"ask about, peaceful"
4533,2968,7,duy nhất,"bận tâm, nặng nề",only,"bother, heavy"
4534,2968,6,lớp học,"chuỗi, đầy",class,"string, full"
4535,2969,5,trường,"thuyền, vực",school,"boat, area"
4536,2969,8,giáo viên,"nữ, sinh viên",teacher,"female, student"
4537,2970,3,kem,"bò, ace",cream,"cow, ace"
4538,2970,2,yêu,"mùa, lo ngại",Love,"season, fear"
4539,2971,6,hai,"một số, mexico",two,"some, mexico"
4540,2972,6,đi,"mọi, mất",Go,"all, lost"
4541,2972,8,kyoto,"kenji, tokyo",Kyoto,"kenji, tokyo"
4542,2973,4,đi,"mọi, mất",Go,"all, lost"
4543,2974,4,giày,"dầu, gỗ",shoe,"oil, wood"
4544,2974,3,bộ phận,"thứ tự, chảo",part,"order, pan"
4545,2975,4,im lặng,"ngưng, bỏ",silent,"stop, cancel"
4546,2975,1,có lẽ,"thứ, tiếp theo",maybe,"rank, next"
4547,2976,4,đi,"mọi, mất",Go,"all, lost"
4548,2976,8,phút,"hoảng loạn, cơ hội",minute,"panic, opportunity"
4549,2977,3,tiếp thu,"fax, nhanh chóng",absorb,"fax, quick"
4550,2977,2,cố gắng,"bận rộn, cuộc sống",try,"busy, life"
4551,2978,7,hạnh phúc,"khập khiễng, tiến bộ",happy,"lame, progress"
4552,2978,2,giàu,"đại, nổi tiếng",rich,"grand, famous"
4553,2979,3,chạy,"tỉnh, khủng hoảng",run,"conscious, crisis"
4554,2979,6,cửa,"khẩu, cơm",door,"speech, rice"
4555,2981,5,muộn,"thầm, đối phó",late,"silent, cope"
4556,2981,3,đi,"mọi, mất",Go,"all, lost"
4557,2982,4,đi,"mọi, mất",Go,"all, lost"
4558,2983,2,trôi,"hoãn, lấp",drifting,"delay, fill"
4559,2984,1,hầu như,"tột cùng, có mặt",almost,"ultimate, present"
4560,2984,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
4561,2985,3,vui lòng,"cân nhắc, sang",please,"weigh, luxurious"
4562,2985,6,bé,"máu, sách",little,"blood, book"
4563,2986,3,mở cửa,"tài trợ, trợ lý",Open,"sponsor, assistant"
4564,2986,2,mary,"tony, mari",Mary,"tony, mari"
4565,2987,4,sáu,"ba, tám",six,"three, eight"
4566,2987,3,mười,"tám, mươi",ten,"eight, fifty"
4567,2988,4,giúp,"làm, bị",help,"do, bag"
4568,2988,3,định,"ai, cu",determine,"who, cu"
4569,2990,6,hộp,"trung, pha",box,"central, phase"
4570,2991,3,chính sách,"cá voi, nhầm lẫn",policy,"whale, mistake"
4571,2991,6,hoàn cảnh,"đối thủ, quê hương",situation,"competitor, hometown"
4572,2992,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
4573,2993,4,mary,"tony, mari",Mary,"tony, mari"
4574,2993,2,đi,"mọi, mất",Go,"all, lost"
4575,2994,2,ước,"đa số, báo",wish,"majority, newspaper"
4576,2995,5,thị trấn,"em trai, tính cách",town,"younger brother, character"
4577,2995,3,đi,"mọi, mất",Go,"all, lost"
4578,2996,6,nói chuyện,"vẽ, chợ",talk,"draw, market"
4579,2997,8,kết thúc,"nhỏ nhặt, trăng",end,"small, moon"
4580,2997,6,đua,"lễ, dự án",race,"ceremony, project"
4581,2998,4,vẽ,"chợ, nói chuyện",draw,"market, talk"
4582,2998,6,tranh,"sách, bức",painting,"book, pervasive"
4583,2999,5,đầu bếp,"giải thưởng, nhảy múa",chef,"prize, dance"
4584,2999,6,giỏi,"nhất trí, lâu",good,"unanimous, long"
4585,3000,6,đi,"mọi, mất",Go,"all, lost"
4586,3000,2,đỏ,"điện thoại, thường dân",red,"phone, civilian"
4587,3001,5,mong đợi,"mong chờ, chờ đợi",expectation,"expected, wait"
4588,3001,3,sống,"đời, tiện lợi",living,"lifetime, convenient"
4589,3002,6,khoa học,"bọ, chữ viết",science,"bug, writing"
4590,3002,2,quyết định,"tỷ lệ, ánh",decision,"proportion, light"
4591,3003,5,mưa,"hè, trường",rain,"summer, school"
4592,3003,7,ngày mai,"giấu, chữa",Tomorrow,"hide, cure"
4593,3004,4,mary,"tony, mari",Mary,"tony, mari"
4594,3005,1,nói chuyện,"vẽ, chợ",talk,"draw, market"
4595,3005,7,hôm qua,"lặng lẽ, sáng",Yesterday,"quiet, bright"
4596,3006,7,con người,"con cái, vợ chồng",human,"children, couple"
4597,3006,4,quyền,"tương lai, điểm",right,"future, point"
4598,3007,7,bệnh,"chán, dự đoán",sick,"bored, forecast"
4599,3007,5,giả vờ,"cô dâu, nhận dạng",pretend,"bride, identity"
4600,3008,1,tài xế,"khách, nóng nảy",driver,"guest, impatient"
4601,3008,7,đi,"mọi, mất",Go,"all, lost"
4602,3009,3,đi,"mọi, mất",Go,"all, lost"
4603,3009,5,boong,"cam đoan, ellen",deck,"assure, ellen"
4604,3010,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
4605,3010,5,bị thương,"chụp, đánh bại",injured,"capture, defeat"
4606,3011,3,nhắm mắt,"dung dịch, động cơ",closed eyes,"solution, engine"
4607,3011,6,mục sư,"trường học, mái tóc",pastor,"school, hair"
4608,3012,3,ngốc,"định mệnh, đổ xô",stupid,"destiny, flock"
4609,3014,3,sở hữu,"khuôn viên, cấu hình",own,"campus, configuration"
4610,3015,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
4611,3016,9,joseph,"roosevelt, joneses",Joseph,"roosevelt, joneses"
4612,3017,1,nhà hàng,"ký tên, ann",restaurant,"sign, ann"
4613,3017,4,chấp nhận,"dường như, nghiêm trọng",accept,"seemingly, serious"
4614,3018,2,mary,"tony, mari",Mary,"tony, mari"
4615,3018,3,thử,"tư vấn, liên lạc",try,"advise, contact"
4616,3019,4,uống,"mặt, ăn",drink,"face, eat"
4617,3020,4,bỏ rơi,"bơi lội, thức ăn",abandon,"swimming, food"
4618,3021,15,họp,"nặng, kỷ niệm",meeting,"heavy, celebrate"
4619,3021,11,câu,"gương, chứng",sentence,"mirror, proof"
4620,3022,6,chín,"hiệu ứng, luật sư",ripe,"effect, lawyer"
4621,3022,2,đi,"mọi, mất",Go,"all, lost"
4622,3023,9,lớp học,"chuỗi, đầy",class,"string, full"
4623,3023,10,ồn ào,"hỏi thăm, trưa",noisy,"ask about, lunch"
4624,3024,3,tưởng tượng,"khác thường, hình phạt",imagine,"extraordinary, penalty"
4625,3025,3,biến,"để mắt, mong ước",variable,"eye, wish"
4626,3026,3,gọi,"chuyện, bị cáo",call,"story, accused"
4627,3027,4,tiền,"sân bay, đâu",money,"airport, where"
4628,3027,5,thuê,"thắt, khu vực",rent,"tie, area"
4629,3028,8,nước mắt,"địa phương, tuổi trẻ",tear,"local, youth"
4630,3028,7,giọt,"nữ, tạp chí",drop,"female, magazine"
4631,3029,4,vừa phải,"cả, mong muốn",reasonable,"chief, desire"
4632,3029,3,vị,"thức ăn, đài",taste,"food, radio"
4633,3031,5,góc,"cắt, cây",corner,"cut, tree"
4634,3031,4,cắt,"cây, thuế",cut,"tree, tax"
4635,3032,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
4636,3033,6,sống,"đời, tiện lợi",living,"lifetime, convenient"
4637,3033,8,boston,"bầu dục, chicago",Boston,"oval, chicago"
4638,3034,4,gái,"tạm, tiền",girl,"temporary, money"
4639,3034,6,mơ,"dự định, câu chuyện",dream,"plan, story"
4640,3035,10,chuyến,"vô địch, thua",trip,"champion, lose"
4641,3035,11,tàu,"trạm, quốc hội",ship,"station, national assembly"
4642,3036,2,mệt mỏi,"đau khổ, giàu có",tired,"anguished, rich"
4643,3036,4,lạnh,"vô địch, nhà máy",cold,"champion, factory"
4644,3037,3,hoàn thành công việc,"toạc, hàng đầu tiên",Complete work,"bamboo, first row"
4645,3038,2,rảnh,"alice, bận",idle,"alice, busy"
4646,3038,5,phút,"hoảng loạn, cơ hội",minute,"panic, opportunity"
4647,3039,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
4648,3040,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
4649,3040,8,tiếng,"điều, fax",language,"thing, fax"
4650,3041,3,5,"6, 8",5,"6, 8"
4651,3041,7,8,"10, 7",8,"10, 7"
4652,3042,4,bàn,"phòng, đàn",table,"room, lit"
4653,3043,3,thắng cử,"chính quyền, khách sạn",win,"government, hotel"
4654,3043,6,hai,"một số, mexico",two,"some, mexico"
4655,3045,8,thân thiện,"gọn gàng, thanh niên",friendly,"succinct, adolescent"
4656,3046,4,đều đặn,"cân bằng, chờ đợi",regular,"balance, wait"
4657,3046,1,giá,"nhóc, súng",price,"kid, gun"
4658,3047,4,kế hoạch,"bất tỉnh, mẹ",plan,"unconscious, mom"
4659,3047,2,quyết định,"tỷ lệ, ánh",decision,"proportion, light"
4660,3048,8,mong muốn,"thời gian, bất chấp",desire,"time, defy"
4661,3048,3,thô lỗ,"thô thiển, giả vờ",rude,"crude, pretend"
4662,3049,3,phạm,"linh cảm, phí",commitment,"premonition, fee"
4663,3049,4,sai lầm,"bỏ cuộc, vòng quanh",mistake,"give up, around"
4664,3050,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
4665,3050,1,đừng,"ai, thế kỷ",do not,"who, century"
4666,3051,4,ý định,"đất nước, né tránh",intent,"country, dodge"
4667,3051,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
4668,3052,7,tuần,"bận tâm, thống nhất",week,"bother, unified"
4669,3052,4,izu,"mohan, cu",Izu,"mohan, cu"
4670,3053,9,cuộc đời,"câu chuyện, đời",lifetime,"story, lifetime"
4671,3053,5,nhàm chán,"buồn tẻ, khóc",boring,"dull, cry"
4672,3054,3,cười,"xanh, mùa",laugh,"green, season"
4673,3055,2,đi,"mọi, mất",Go,"all, lost"
4674,3056,3,học,"đọc, môn",learn,"read, subject"
4675,3056,5,thư viện,"nhà hát, biệt thự",library,"theater, villa"
4676,3057,6,mười,"tám, mươi",ten,"eight, fifty"
4677,3058,12,lập tức,"cực kỳ, giây phút",instantly,"extremely, minute"
4678,3058,7,tiền,"sân bay, đâu",money,"airport, where"
4679,3059,10,giúp đỡ,"vận chuyển, nhỏ bé",help,"transport, tiny"
4680,3060,4,kiểm tra,"mặt nạ, theo dõi",check,"mask, monitor"
4681,3061,12,kỳ lạ,"chiêm ngưỡng, giây lát",strange,"admire, moment"
4682,3061,1,đứng,"khích lệ, sản xuất",stand,"encourage, manufacture"
4683,3062,1,mẹ,"chồng, vợ",Mom,"husband, wife"
4684,3062,8,rau,"hoa, đội",vegetable,"flower, team"
4685,3063,7,giấu,"ngầm, chữa",hide,"implicit, cure"
4686,3064,3,giày,"dầu, gỗ",shoe,"oil, wood"
4687,3064,2,đôi,"bạc, tác phẩm",pair,"silver, work"
4688,3065,1,trò chơi,"máy móc, đấu giá",game,"machines, auction"
4689,3065,2,kết thúc,"nhỏ nhặt, trăng",end,"small, moon"
4690,3066,2,làm phiền,"gặp gỡ, hư hại",bother,"encounter, damage"
4691,3067,2,hài lòng,"vui mừng, cảm nhận",satisfied,"delighted, feel"
4692,3068,7,tách,"hong, trò chuyện",cup,"hong, chat"
4693,3068,14,vui mừng,"ăn mừng, hài lòng",delighted,"celebration, satisfied"
4694,3069,11,đồ,"lều, đội",thing,"tent, team"
4695,3069,13,hiện đại,"nay, gần gũi",modern,"now, close"
4696,3070,10,ấn tượng,"thực tế, ôm",impression,"reality, hug"
4697,3070,1,trừ,"thời gian, to",apart from,"time, big"
4698,3071,3,đóng gói,"phiên bản, tiết lộ",pack,"version, disclose"
4699,3071,4,thân,"nỗ lực, tranh cãi",close,"effort, argumentative"
4700,3072,5,mồ hôi,"sinh viên, đấm",sweat,"student, punch"
4701,3072,4,đổ,"đóng băng, lãng quên",pour,"freeze, oblivion"
4702,3073,9,trở lại,"nửa, nhanh chóng",return,"half, quick"
4703,3073,3,phép,"góc, răng",permission,"corner, tooth"
4704,3074,7,rối tung,"không thể hình dung, cười phá",tangled,"inexperienced, smile"
4705,3074,9,phỏng vấn,"xác minh, thẩm vấn",interview,"verify, interrogation"
4706,3075,7,giúp,"làm, bị",help,"do, bag"
4707,3076,10,nói dối,"ngắn ngủi, bản án",lie,"short, judgment"
4708,3077,9,ngựa,"động cơ, lợn",horse,"engine, pig"
4709,3077,12,khả năng,"thể hiện, hiệu quả",ability,"show, effective"
4710,3079,18,miệng,"mắt, chết",mouth,"eye, die"
4711,3079,5,hầm,"khuất, kịch",tunnel,"hidden, dramatic"
4712,3080,8,giàu có,"mệt mỏi, đau khổ",rich,"tired, anguished"
4713,3080,7,đàn ông,"đàn ông, gợi cảm",man,"man, sexy"
4714,3081,2,xin lỗi,"gia đình, hài lòng",Sorry,"family, satisfied"
4715,3082,6,tiến hành,"hai, quanh năm",proceed,"two, all year round"
4716,3083,4,visa,"phát thanh, se",visa,"radio, se"
4717,3084,10,ta,"người, khác",I,"people, other"
4718,3084,3,mary,"tony, mari",Mary,"tony, mari"
4719,3085,2,mary,"tony, mari",Mary,"tony, mari"
4720,3087,10,nhà ga,"ví, nhậm chức",station,"wallet, inauguration"
4721,3087,6,em gái,"em trai, anh trai",younger sister,"younger brother, older brother"
4722,3088,6,bé,"máu, sách",little,"blood, book"
4723,3088,1,bác sĩ,"bệnh viện, tính cách",doctor,"hospital, character"
4724,3089,2,ngủ,"hội nghị, ngồi",Sleep,"conference, sit"
4725,3090,9,nakano,"shichi, canada",Nakano,"shichi, canada"
4726,3090,2,tàu,"trạm, quốc hội",ship,"station, national assembly"
4727,3091,4,thuốc,"vật liệu, golf",medicine,"material, golf"
4728,3091,7,uống,"mặt, ăn",drink,"face, eat"
4729,3092,9,10,"8, 7",10,"8, 7"
4730,3092,3,tin tưởng,"cảm ơn, thể hiện",trust,"thanks, show"
4731,3093,2,thông báo,"sai, sạch sẽ",Notification,"wrong, clean"
4732,3093,6,yêu cầu xin,"bất kỳ, mari",Ask,"any, mari"
4733,3094,7,tàn nhẫn,"dã man, phát thanh",merciless,"ferocious, radio"
4734,3094,11,chim,"đào, độc",bird,"dig, toxic"
4735,3096,5,tàu,"trạm, quốc hội",ship,"station, national assembly"
4736,3099,2,buộc tội,"chờ đợi, kết án",accusation,"wait, condemn"
4737,3099,5,giết,"bạo lực, chôn",kill,"violent, bury"
4738,3100,3,gọi,"chuyện, bị cáo",call,"story, accused"
4739,3100,10,boston,"bầu dục, chicago",Boston,"oval, chicago"
4740,3101,4,boston,"bầu dục, chicago",Boston,"oval, chicago"
4741,3102,15,đi,"mọi, mất",Go,"all, lost"
4742,3102,13,họp,"nặng, kỷ niệm",meeting,"heavy, celebrate"
4743,3103,2,xin lỗi,"gia đình, hài lòng",Sorry,"family, satisfied"
4744,3103,7,tham gia,"cố gắng, của",join,"try, belong to"
4745,3104,3,ốm,"khát, hình phạt",sick,"thirsty, penalty"
4746,3105,14,chú ý,"che, thuận",attention,"cover, favor"
4747,3105,5,tâm trí,"tập hợp, thành phố",mind,"aggregate, city"
4748,3106,8,đâm,"nhìn, ngồi",stab,"look, sit"
4749,3106,7,xe,"dự án, chuồng",car,"project, cage"
4750,3108,2,hát,"đọc, giọng",sing,"read, tone"
4751,3108,5,hát,"đọc, giọng",sing,"read, tone"
4752,3109,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
4753,3109,5,thắng,"môn, trầm cảm",win,"subject, depression"
4754,3110,4,đi,"mọi, mất",Go,"all, lost"
4755,3111,5,tiền,"sân bay, đâu",money,"airport, where"
4756,3112,5,áo khoác,"khuôn mặt, vân",jacket,"face, cloud"
4757,3112,4,mặc,"đau đầu, tuyên bố",wear,"headache, declare"
4758,3113,4,y tá,"kiến trúc sư, nhạc sĩ",nurse,"architect, musician"
4759,3115,1,nhận xét,"đường phố, loài",comment,"street, species"
4760,3115,8,chủ đề,"thức ăn, năng lượng",topic,"food, energy"
4761,3116,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
4762,3117,11,bình,"bức, nâu",jar,"pervasive, brown"
4763,3117,1,rót,"lần, coi",pour,"time, watch"
4764,3118,3,cảnh sát,"bệnh viện, tạp chí",police,"hospital, magazine"
4765,3118,1,đừng,"ai, thế kỷ",do not,"who, century"
4766,3119,4,uống,"mặt, ăn",drink,"face, eat"
4767,3119,6,trái cây,"lễ hội, nhà cửa",fruit,"festival, home"
4768,3120,5,tiếng,"điều, fax",language,"thing, fax"
4769,3121,7,ngày mai,"giấu, chữa",Tomorrow,"hide, cure"
4770,3121,4,thăm,"chúc mừng, bàn đạp",visit,"congratulations, pedal"
4771,3122,1,bác sĩ,"bệnh viện, tính cách",doctor,"hospital, character"
4772,3122,7,phút,"hoảng loạn, cơ hội",minute,"panic, opportunity"
4773,3123,1,đẩy,"nói, nửa",push,"speak, half"
4774,3123,2,tom,"hợp đồng, tháo",Tom,"contract, remove"
4775,3124,9,hè,"mùa, hoang",summer,"season, wild"
4776,3124,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
4777,3125,4,duy nhất,"bận tâm, nặng nề",only,"bother, heavy"
4778,3125,3,bé,"máu, sách",little,"blood, book"
4779,3126,5,cabot,"inca, chicago",Cabot,"inca, chicago"
4780,3126,6,khám phá,"kịp thời, bí mật",discover,"timely, secret"
4781,3127,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
4782,3127,3,đi,"mọi, mất",Go,"all, lost"
4783,3129,4,áo phông,"sơ mi, dung dịch",T-shirt,"shirt, solution"
4784,3129,3,mặc,"đau đầu, tuyên bố",wear,"headache, declare"
4785,3130,5,osaka,"tháp osaka, oscar",Osaka,"osaka tower, oscar"
4786,3130,4,ga,"hộ tống, tiễn",ga,"escort, see"
4787,3131,4,gái,"tạm, tiền",girl,"temporary, money"
4788,3132,2,xô,"lau, bìa",shove,"wipe, cover"
4789,3133,11,lầu,"trái, thổ dân",floor,"left, native"
4790,3133,8,hộp,"trung, pha",box,"central, phase"
4791,3134,1,đừng,"ai, thế kỷ",do not,"who, century"
4792,3134,2,bận tâm,"nặng nề, trở ngại",bother,"heavy, obstacle"
4793,3135,5,bận tâm,"nặng nề, trở ngại",bother,"heavy, obstacle"
4794,3135,9,đối xử,"bạo lực, ăn mừng",treat,"violent, celebration"
4795,3136,4,lớp,"máy bay, tham dự",class,"plane, attend"
4796,3137,6,nhầm,"đồn, kênh",wrong,"gossip, channel"
4797,3138,3,hoàn,"vương quốc, cu",complete,"realm, cu"
4798,3138,5,tiền,"sân bay, đâu",money,"airport, where"
4799,3139,5,khách sạn,"khách sạn, ăn mừng",hotel,"hotel, celebration"
4800,3139,1,hiện,"sang, coi",presently,"luxurious, watch"
4801,3140,5,nói dối,"ngắn ngủi, bản án",lie,"short, judgment"
4802,3140,4,mary,"tony, mari",Mary,"tony, mari"
4803,3141,6,đứa,"tàu, trạm",junior,"ship, station"
4804,3141,7,trẻ,"bay, nhu",young,"fly, soft"
4805,3142,4,thảo luận,"vượt trội, đề xuất",discuss,"superior, propose"
4806,3142,2,mary,"tony, mari",Mary,"tony, mari"
4807,3143,10,hôm qua,"lặng lẽ, sáng",Yesterday,"quiet, bright"
4808,3143,5,album,"bổ nhiệm, bệnh viện",album,"appoint, hospital"
4809,3144,2,coi,"bằng, cần",watch,"equal, need"
4810,3144,6,anh hùng,"độc, cánh tay",hero,"toxic, arm"
4811,3145,2,nhận thức,"cơ hội, kỷ niệm",awareness,"opportunity, celebrate"
4812,3145,5,thù địch,"nghĩa vụ, thí nghiệm",hostile,"obligation, experiment"
4813,3146,5,đi,"mọi, mất",Go,"all, lost"
4814,3146,3,ngăn,"khách hàng, dài",compartment,"client, long"
4815,3147,7,cũ,"tiếp diễn, nóng",old,"continue, hot"
4816,3147,6,gia đình,"sinh viên, tài liệu",family,"student, document"
4817,3148,6,tiếng,"điều, fax",language,"thing, fax"
4818,3148,5,giáo viên,"nữ, sinh viên",teacher,"female, student"
4819,3149,2,ta,"người, khác",I,"people, other"
4820,3149,9,kiếm,"gươm, vật",sword,"sword, object"
4821,3150,5,duy nhất,"bận tâm, nặng nề",only,"bother, heavy"
4822,3150,7,sự thật,"ánh sáng, chiến thắng",truth,"light, win"
4823,3151,2,mary,"tony, mari",Mary,"tony, mari"
4824,3151,9,john,"johnson, jill",John,"johnson, jill"
4825,3152,5,bàn tay,"nhà cửa, cảm xúc",hand,"home, feeling"
4826,3152,2,hôn,"nộp, lái",kiss,"submit, driving"
4827,3153,4,ảnh,"biểu hiện, kinh khủng",image,"expression, terrible"
4828,3154,3,gương,"hỏi thăm, chuyên gia",mirror,"ask about, expert"
4829,3154,8,nói chuyện,"vẽ, chợ",talk,"draw, market"
4830,3156,4,hồ,"công viên, hoa",lake,"park, flower"
4831,3156,2,chạy,"tỉnh, khủng hoảng",run,"conscious, crisis"
4832,3157,5,trường,"thuyền, vực",school,"boat, area"
4833,3157,4,rời,"nghỉ, từ bỏ",remove,"rest, give up"
4834,3158,5,một mình,"đất nước, lặng lẽ",alone,"country, quiet"
4835,3159,9,đi,"mọi, mất",Go,"all, lost"
4836,3159,6,dọn dẹp,"lãng quên, cắn",clean up,"oblivion, bite"
4837,3160,2,cô đơn,"lặng lẽ, một mình",lonely,"quiet, alone"
4838,3161,8,tom,"hợp đồng, tháo",Tom,"contract, remove"
4839,3161,6,nói chuyện,"vẽ, chợ",talk,"draw, market"
4840,3163,10,du lịch,"đầu tư, thu",tourism,"invest, collect"
4841,3163,5,bưu thiếp,"chữ viết, rửa tội",postcard,"writing, baptism"
4842,3164,6,bảo đảm,"kịp, ý định",warrant,"prompt, intent"
4843,3164,8,mary,"tony, mari",Mary,"tony, mari"
4844,3165,4,hại,"khảo sát, rút",damage,"survey, withdraw"
4845,3165,5,môi trường,"ban, chán ghét",environment,"board, disgusted"
4846,3166,4,bé,"máu, sách",little,"blood, book"
4847,3167,3,đối mặt,"không thể, qua lại",facing,"cannot, back and forth"
4848,3167,6,tù,"cấu hình, giải thưởng",prison,"configuration, prize"
4849,3168,3,trai,"máy bay, chết",male,"plane, die"
4850,3169,3,khám,"phụ tùng, vỗ tay",examination,"spare parts, clap"
4851,3169,1,bác sĩ,"bệnh viện, tính cách",doctor,"hospital, character"
4852,3170,1,nhập khẩu,"xuất khẩu, tiêu dùng",import,"export, consumption"
4853,3171,5,một chút,"tiếp theo, bắt đầu",a little bit,"next, begin"
4854,3172,5,thô lỗ,"thô thiển, giả vờ",rude,"crude, pretend"
4855,3172,3,miệng,"mắt, chết",mouth,"eye, die"
4856,3173,3,sách,"golf, đèn",book,"golf, lamp"
4857,3174,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
4858,3174,6,ghen,"ghen tuông, lao động",jealous,"jealous, labor"
4859,3175,7,thoát,"trực tiếp, mặc",escape,"direct, wear"
4860,3175,9,tình huống,"lợi ích, phương tiện",situation,"benefit, vehicle"
4861,3176,6,đầu,"phải, bằng",head,"right, equal"
4862,3176,4,súng,"dơi, nhóc",gun,"bat, kid"
4863,3177,5,đàn ông,"đàn ông, gợi cảm",man,"man, sexy"
4864,3177,8,phà,"máu, sách",ferry,"blood, book"
4865,3178,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
4866,3178,13,bật,"đối mặt, tiếp cận",bounce,"facing, approach"
4867,3179,5,khéo léo,"cuốn hút, nhất trí",ingenious,"fascinating, unanimous"
4868,3179,4,trượt tuyết,"trượt băng, bóng chày",skiing,"skate, baseball"
4869,3180,4,gôn,"ngan, bế",golf,"ngan, closing"
4870,3181,4,booze,"fender, noriko",Booze,"fender, noriko"
4871,3181,3,mua,"trồng, nắng",buy,"plant, sunny"
4872,3182,3,rời,"nghỉ, từ bỏ",remove,"rest, give up"
4873,3182,4,đi,"mọi, mất",Go,"all, lost"
4874,3183,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
4875,3184,3,con gái,"con gái, chú",Daughter,"daughter, uncle"
4876,3185,1,hạnh phúc,"khập khiễng, tiến bộ",happy,"lame, progress"
4877,3185,6,chia,"dòng, đỉnh",divide,"current, top"
4878,3186,10,microsoft,"noriko, vocal",Microsoft,"noriko, vocal"
4879,3186,9,tin tưởng,"cảm ơn, thể hiện",trust,"thanks, show"
4880,3188,6,tám,"bảy, mười",eight,"seven, ten"
4881,3189,5,thức ăn,"khủng bố, thuốc",food,"terrorism, medicine"
4882,3190,5,vô giá trị,"đồng tiền, tháng một",null,"coin, january"
4883,3191,3,sửa,"thí nghiệm, rửa tội",fix,"experiment, baptism"
4884,3192,4,mua,"trồng, nắng",buy,"plant, sunny"
4885,3192,5,đồ,"lều, đội",thing,"tent, team"
4886,3193,3,ốm,"khát, hình phạt",sick,"thirsty, penalty"
4887,3193,5,giường,"ruộng, lợn",bed,"field, pig"
